Avail,Player,ERA,K,QS,SHD,WHIP,Rank,CBS Salary,Contract Status,Dollars
Free Agent,C.D. Pelham,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Lugo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Fred Schlichtholz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Johnson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kohl Franklin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Clay Helvey,0.0,0,0,0,0.0,9999,0.0,FA,-5.24569033005424
Free Agent,Janson Junk,4.53,101,11,0,1.19,582,0.0,FA,-11.95
Free Agent,Sandro Santana,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jean-Carlos Mejia,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryan Shaw,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Stefan Raeth,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Florencio Serrano,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adrian Sampson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Keaton Steele,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reid Morgan,0.0,0,0,0,0.0,9999,0.0,FA,-4.74263901526436
Free Agent,Austin Fleet,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Jimenez,3.0,4,0,1,1.0,918,0.0,FA,0.0
Free Agent,Nolan Long,0.0,0,0,0,0.0,9999,0.0,FA,7.77939791172028
Free Agent,Steven Wilson,4.42,55,0,15,1.51,871,0.0,FA,-8.19
Free Agent,Zac Leigh,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dalton Rogers,0.0,0,0,0,0.0,9999,0.0,FA,1.14992332478634
Free Agent,Anthony Simonelli,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,John Curtiss,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jairo Lopez,0.0,0,0,0,0.0,9999,0.0,FA,-4.97103488999721
Free Agent,Wade Miley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Isaac Mattson,2.49,71,0,22,1.12,548,0.0,FA,-4.46
Free Agent,Riley Martin,0.0,0,0,0,0.0,9999,0.0,FA,2.8061578275239
Free Agent,Kevin Gowdy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Dombkowski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,David Leal,0.0,0,0,0,0.0,9999,0.0,FA,-4.69646290363387
Free Agent,Tyler LaPorte,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carson Skipper,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Inohan Paniagua,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robert Broom,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mauricio Llovera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dylan Ray,0.0,0,0,0,0.0,9999,0.0,FA,15.2571615916986
Free Agent,Preston Gainey,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Greg Farone,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Dye,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kaleb Corbett,0.0,0,0,0,0.0,9999,0.0,FA,-8.6926903510125
Free Agent,Theo Denlinger,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luke Murphy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Kennedy,0.0,0,0,0,0.0,9999,0.0,FA,-9.21111596155249
Free Agent,Jacob Lopez,3.64,158,12,0,1.23,260,0.0,FA,-4.97
Free Agent,Jonny Cuevas,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brandon Leibrandt,0.0,0,0,0,0.0,9999,0.0,FA,-7.51098338129424
Free Agent,Carson Rudd,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Schultz,0.0,0,0,0,0.0,9999,0.0,FA,-8.12884596468364
Free Agent,Easton Lucas,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Konner Eaton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nolan Hoffman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Derek Clark,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braydon Fisher,3.64,62,0,6,1.31,718,0.0,FA,-0.14
Free Agent,Luarbert Arias,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Osiel Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Sale,3.25,207,18,0,1.19,37,0.0,FA,35.98
Free Agent,Luis F. Castillo,0.0,0,0,0,0.0,9999,0.0,FA,11.4707510716141
Free Agent,Scott Engler,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Workman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Victor Mederos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chazz Martinez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Krauth,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Albert Minnis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cole Hertzler,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Heredia,0.0,0,0,0,0.0,9999,0.0,FA,-13.0908285310577
Free Agent,Elijah Morgan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eduardo Rivera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tony Gonsolin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Cravey,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ulices Campos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Cortez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Stasiowski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Carpenter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Samuel Sanchez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,T.J. Nichols,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gus Varland,3.88,60,0,6,1.65,868,0.0,FA,4.57798757247982
Free Agent,John Fasola,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Levi Sterling,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gabe Mosser,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Meis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Bryant,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brody Brecht,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reiver Sanmartin,3.6,14,0,3,1.27,874,0.0,FA,0.0
Free Agent,Matt Cooper,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Clayton Andrews,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Thyago Vieira,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Koch,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jarret Whorff,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eric Silva,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Madden,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drew Smyly,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Travis Ballew,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luinder Avila,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,RJ Shunck,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reid Schaller,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cale Coshow,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Woo-Suk Go,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mike McCarthy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Kussmaul,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luke Taggart,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Levi Stoudt,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yordanny Monegro,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hector Daniel Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Forret,0.0,0,0,0,0.0,9999,0.0,FA,-34.7311252578924
Free Agent,Riley Cooper,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Trabacchi,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tucker Musgrove,0.0,0,0,0,0.0,9999,0.0,FA,5.0890530246003
Free Agent,Frank Cairone,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lucas Knowles,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor O'Halloran,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Daniel McGrath,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kenny Rosenberg,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Baum,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Marcos Lennin Molina,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Blake Perry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cole Wilcox,0.0,0,0,0,0.0,9999,0.0,FA,-7.4806819511781
Free Agent,Colin Kleven,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gordon Graceffo,0.0,0,0,0,0.0,9999,0.0,FA,-9.41
Free Agent,Kyle Winkler,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Turner,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Kitchen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Hermann,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jonathan Todd,0.0,0,0,0,0.0,9999,0.0,FA,-21.5245439945036
Free Agent,Clayton Kershaw,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Staumont,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Hecht,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jesus Tillero,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Pistorese,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Osvaldo Bido,4.83,46,2,0,1.39,771,0.0,FA,0.0
Free Agent,Brad Wilson,0.0,0,0,0,0.0,9999,0.0,FA,-13.5558426381881
Free Agent,Danny Wirchansky,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Marcelo Perez,0.0,0,0,0,0.0,9999,0.0,FA,-9.39064872484181
Free Agent,Christian Chamberlain,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Randall,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Will Carter,0.0,0,0,0,0.0,9999,0.0,FA,-7.95241120577763
Free Agent,Regi Grace,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andre Jackson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wyatt Short,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jhancarlos Lara,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,JeanPierre Ortiz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jakob Guardado,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Listher Sosa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kleiber Olmedo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dawson Netz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Bimbi,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yeury Gervacio,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Taylor Floyd,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yennier Cano,5.02,58,0,27,1.6,877,0.0,FA,-0.26
Free Agent,Joey Cantillo,3.61,154,4,0,1.28,439,0.0,FA,-2.28
Free Agent,Duncan Snider,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Derek Craft,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Erasmo Pinales,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tanner Bibee,4.14,166,12,0,1.27,199,0.0,FA,5.75
Free Agent,Ryan Atkinson,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Matt Walker,0.0,0,0,0,0.0,9999,0.0,FA,9.51205390485283
Free Agent,Kolby Allard,2.79,36,3,0,1.16,693,0.0,FA,0.0
Free Agent,Slade Cecconi,3.77,123,12,0,1.14,444,0.0,FA,-11.17
Free Agent,Michael Kelly,3.27,45,0,12,1.4,744,0.0,FA,-9.21
Free Agent,Cristofer Melendez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Gastelum,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brett Adcock,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jon Keller,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Shohei Tomioka,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Rock,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gabriel Agostini,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Thomas Ponticelli,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Skulina,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Samuel Vasquez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,John Stilson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ian Kennedy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Madison,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robert Stephenson,3.6,43,0,7,1.23,724,0.0,FA,0.0
Free Agent,Hunter Parsons,0.0,0,0,0,0.0,9999,0.0,FA,24.6786177163391
Free Agent,Blake Holub,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Huascar Ynoa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chase Watkins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Todd Van Steensel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Blake Workman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jesse Hahn,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aldo Ramirez,0.0,0,0,0,0.0,9999,0.0,FA,-6.90867415368363
Free Agent,A.J. Vanegas,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Guissepe Velasquez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Kittredge,3.39,69,0,33,1.1,611,0.0,FA,6.16
Free Agent,Derek Molina,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Colby Martin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Wilson,0.0,0,0,0,0.0,9999,0.0,FA,-8.80306792391597
Free Agent,Matt Frawley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robbie Hitt,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matthew Allan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Antonio Menendez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Caleb Ferguson,4.89,48,0,13,1.48,864,0.0,FA,-4.84
Free Agent,Luis Frias,0.0,0,0,0,0.0,9999,0.0,FA,-3.47350663517656
Free Agent,Justin Maese,0.0,0,0,0,0.0,9999,0.0,FA,-4.96023533021454
Free Agent,Fernando Perez,0.0,0,0,0,0.0,9999,0.0,FA,6.30942939459724
Free Agent,Luis Moreno,0.0,0,0,0,0.0,9999,0.0,FA,-13.430816851917
Free Agent,Layne Henderson,0.0,0,0,0,0.0,9999,0.0,FA,0.192838981964923
Free Agent,Raul Brito,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juan Sandoval,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Joyce,3.41,62,0,33,1.38,683,0.0,FA,2.74
Free Agent,Austin Smith,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Najer Victor,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Harol Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Emmanuel Clase,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryce Montes de Oca,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brody Colvin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Garcia,0.0,0,0,0,0.0,9999,0.0,FA,3.70728773827037
Free Agent,Joey Lucchesi,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ty Damron,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Henry Williams,0.0,0,0,0,0.0,9999,0.0,FA,17.2989693124865
Free Agent,Erick Leal,0.0,0,0,0,0.0,9999,0.0,FA,-5.87114949419098
Free Agent,Johan Oviedo,3.77,121,5,0,1.19,454,0.0,FA,-8.79
Free Agent,Jordan Holloway,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Christian Mejias,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kent Emanuel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brandon Birdsell,0.0,0,0,0,0.0,9999,0.0,FA,-5.47971381759204
Free Agent,Gavin Williams,3.08,151,12,0,1.18,128,0.0,FA,-0.81
Free Agent,Spencer Miles,4.5,10,0,2,1.3,892,0.0,FA,-7.01612523373
Free Agent,Reese Lumpkin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Warmoth,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Darren Bowen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Riley Thompson,0.0,0,0,0,0.0,9999,0.0,FA,0.763508690690831
Free Agent,Dominic DeMasi,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Glassey,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dioris De La Rosa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Crick,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Peoples,0.0,0,0,0,0.0,9999,0.0,FA,-9.21111596155249
Free Agent,Jeremy Reyes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Pike,0.0,0,0,0,0.0,9999,0.0,FA,-1.90334866905548
Free Agent,Luis Peralta,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Adkins,0.0,0,0,0,0.0,9999,0.0,FA,6.88083748672349
Free Agent,Ryan Miller,0.0,0,0,0,0.0,9999,0.0,FA,29.6109254762643
Free Agent,John Rooney,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Beau Brieske,4.26,17,0,4,1.32,882,0.0,FA,-9.07
Free Agent,Yusei Kikuchi,3.19,173,12,0,1.26,375,0.0,FA,-6.94
Free Agent,Cole Duensing,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Miles Mikolas,4.47,99,10,0,1.29,650,0.0,FA,-21.32
Free Agent,Patrick Corbin,0.0,0,0,0,0.0,9999,0.0,FA,-16.27
Free Agent,Michael Byrne,0.0,0,0,0,0.0,9999,0.0,FA,9.78168333772244
Free Agent,Jose Lopez,0.0,0,0,0,0.0,9999,0.0,FA,-4.97103488999721
Free Agent,Corey Knebel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Johan Dominguez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryce Meccage,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Shawn Haviland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Garrett Hawkins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Taylor Hearn,0.0,0,0,0,0.0,9999,0.0,FA,1.14992332478634
Free Agent,Juan Sanchez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Neidert,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mitchell Miller,0.0,0,0,0,0.0,9999,0.0,FA,-7.05739118252031
Free Agent,Mack Lemieux,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Montreal Robertson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach Nuding,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kash Mayfield,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Ferguson,0.0,0,0,0,0.0,9999,0.0,FA,-7.74
Free Agent,Jack Perkins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Landon Harmon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Garza,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zane Barnhart,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brady Feigl,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Shaw,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Guenther,3.86,5,0,2,1.14,921,0.0,FA,0.0
Free Agent,Jack Wynkoop,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brooks Crawford,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juan Reynoso,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mitch White,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,-13.430816851917
Free Agent,Jose Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reynaldo Lopez,3.16,150,16,0,1.29,408,0.0,FA,-0.5
Free Agent,Eudry Alcantara,0.0,0,0,0,0.0,9999,0.0,FA,-2.59145664388518
Free Agent,Alex Wood,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Coonrod,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jonathan Cannon,0.0,0,0,0,0.0,9999,0.0,FA,-21.52
Free Agent,Daniel Tillman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gerald Ogando,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Kohler,0.0,0,0,0,0.0,9999,0.0,FA,35.9797488795542
Free Agent,Alberto Laroche,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kolton Mahoney,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Johnny Ray,0.0,0,0,0,0.0,9999,0.0,FA,14.7025408912737
Free Agent,Dalton Pence,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Darius Vines,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Broussard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ken Waldichuk,4.39,44,4,1,1.37,821,0.0,FA,-11.07
Free Agent,Steven Klimek,0.0,0,0,0,0.0,9999,0.0,FA,-9.30921916921304
Free Agent,Terry Doyle,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brad Wieck,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brennan Malone,0.0,0,0,0,0.0,9999,0.0,FA,-3.52554297303998
Free Agent,Keith Couch,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Amos Willingham,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.653935809232842
Free Agent,Mark Manfredi,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Liam Hendriks,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe La Sorsa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Brink,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Evan Phillips,4.5,2,0,3,1.0,903,0.0,FA,-6.45452169619745
Free Agent,Bryce Jarvis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Kudrna,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gerson Moreno,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Pena,0.0,0,0,0,0.0,9999,0.0,FA,-13.0908285310577
Free Agent,Jay Driver,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alfredo Zarraga,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trevor Williams,5.06,27,1,0,1.41,879,0.0,FA,17.2989693124865
Free Agent,Nate Payne,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kade Strowd,0.0,0,0,0,0.0,9999,0.0,FA,-7.03
Free Agent,Ricky DeVito,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Tomshaw,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Mikolajchak,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,David Garner,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Grant Holmes,3.38,152,11,0,1.23,394,0.0,FA,-7.79
Free Agent,Marcus Johnson,0.0,0,0,0,0.0,9999,0.0,FA,-2.88909147603438
Free Agent,Justin Hagenman,4.5,5,0,1,1.0,920,0.0,FA,-0.0487506408872961
Free Agent,Henry Martinez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joel Peguero,2.45,60,0,17,1.05,475,0.0,FA,-8.59
Free Agent,Geno Encina,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tommy McCollum,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tanner Scott,3.43,69,0,25,1.17,560,0.0,FA,7.51
Free Agent,Owen Kellington,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Conner Greene,0.0,0,0,0,0.0,9999,0.0,FA,6.44194100052151
Free Agent,Griffin Roberts,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Allen,0.0,0,0,0,0.0,9999,0.0,FA,-16.96
Free Agent,Jose Rodriguez,0.0,0,0,0,0.0,9999,0.0,FA,0.653935809232842
Free Agent,Jacob Ehret,0.0,0,0,0,0.0,9999,0.0,FA,0.0
